Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,returns,log_returns,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,momentum_5,roc_5,momentum_10,roc_10,momentum_20,roc_20,momentum_50,roc_50,volatility_10,volatility_20,volatility_50,volume_sma_20,volume_ratio,rsi,bb_middle,bb_upper,bb_lower,bb_width,macd,macd_signal,macd_histogram,market_cap,pe_ratio,dividend_yield
2023-06-01 00:00:00-04:00,405.743118382217,410.43049720744193,404.4815213442633,409.36297607421875,88865000,0.0,0.0,0.0,,,,409.36297607421875,,409.36297607421875,,409.36297607421875,,409.36297607421875,,409.36297607421875,,409.36297607421875,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,545419526144,25.689089,1.21
2023-06-02 00:00:00-04:00,411.96388261287575,416.0786596192215,411.4301367787624,415.28289794921875,91366700,0.0,0.0,0.0,0.014461302611613602,0.01435773526012717,,412.91492919921876,,412.6189331054687,,412.4709350585938,,412.38213623046875,,412.35253662109375,,412.3377368164063,,,,,,,,,,,,,,,,,,,0.13281876001605042,0.0737882000089169,0.059030560007133526,545419526144,25.689089,1.21
2023-06-05 00:00:00-04:00,415.6322367555618,416.9326609564331,413.77863841672615,414.4870910644531,65460200,0.0,0.0,0.0,-0.0019163006439598673,-0.0019181390971002952,,413.6596374511719,,413.3699201919707,,413.21125545708173,,413.11203724675903,,413.0783320904684,,413.0613646276357,,,,,,,,,,,,,,,,,,,0.14455953915785358,0.10279284720110404,0.041766691956749535,545419526144,25.689089,1.21
2023-06-06 00:00:00-04:00,414.0697645963024,415.9233331749512,413.4098235769365,415.38958740234375,64022200,0.0,0.0,0.0,0.002177381050813665,0.002175013992063291,,414.37823204627404,,414.0353105526159,,413.84010620973356,,413.71603425933097,,413.67359472897465,,413.6521801132647,,,,,,,,,,,,,,,,,,,0.1789409749218862,0.1285882834208812,0.05035269150100502,545419526144,25.689089,1.21
2023-06-07 00:00:00-04:00,415.78744639775664,416.93259189919297,413.5262386432782,413.9532470703125,85373300,0.0,0.0,0.0,-0.0034578149659779678,-0.0034638070250894637,413.6951599121094,414.21508615502813,,414.01175235876866,,413.8674740210998,,413.7673465629202,,413.73178456045235,,413.7136037634653,,,,,,,,,,,,,,,,,,,0.13670088746619058,0.1310015997123226,0.005699287753867993,545419526144,25.689089,1.21
2023-06-08 00:00:00-04:00,414.02123756211967,416.9132441502529,413.2448746633565,416.4571228027344,61952800,0.0,0.0,0.0,0.006048692092990304,0.006030472189116753,415.1139892578125,415.0343566894532,,414.64689953060866,,414.41377162559417,,414.26164247449776,,414.2090184581408,,414.1823640886438,0.01732972238121855,1.7329722381218555,,,,,,,,,,,,,,,,,0.21580653663261273,0.15398845268100214,0.06181808395161059,545419526144,25.689089,1.21
2023-06-09 00:00:00-04:00,417.262632479603,419.23268237125274,416.2048253571259,417.20440673828125,85742800,0.0,0.0,0.0,0.0017943838504135279,0.0017927758669845212,415.498291015625,415.8026745552112,,415.2631560301225,,414.94141165213233,,414.73413020404394,,414.6630292988491,,414.62714345876213,0.004626987527180715,0.46269875271807226,,,,,,,,,,,,,,,,,0.29667378915928566,0.1900983048452557,0.10657548431402997,545419526144,25.689089,1.21
2023-06-12 00:00:00-04:00,418.19427255217755,421.0668508375782,417.46642122329814,420.98919677734375,76104300,0.0,0.0,0.0,0.009071788259985336,0.009030886769205762,416.7987121582031,417.60171089142113,,416.5658578954667,,415.9868016998754,,415.6297596039297,,415.51024965992053,,415.45051102037354,0.015687112706435302,1.5687112706435389,,,,,,,,,,,,,,,,,0.5261315339818111,0.27085340891304444,0.2552781250687667,545419526144,25.689089,1.21
2023-06-13 00:00:00-04:00,422.4643462971103,424.4149678049898,421.7947206758486,423.7647705078125,95899700,0.0,0.0,0.0,0.006592980892896172,0.006571342251065984,418.4737487792969,419.71092971898065,,418.1320893592425,,417.2344259290817,,416.6848694789124,,416.5024860172795,,416.41169878077477,0.02016223651113469,2.016223651113479,,,,,,,,,,,,,,,,,0.8147277078210777,0.3964910701351105,0.41823663768596725,545419526144,25.689089,1.21
2023-06-14 00:00:00-04:00,424.1043851094063,426.0938333897445,420.7853703055735,424.26934814453125,100612100,0.0,0.0,0.0,0.00119070218157602,0.001189993857945987,420.53696899414064,421.2572175237219,417.116064453125,419.42125840323627,,418.293824258294,,417.58695125750415,,417.35091795749076,,417.23329214950047,0.024920932852270816,2.492093285227087,,,,,,,,,,,,,,,,,1.0335871902702252,0.5392375844243954,0.49434960584582976,545419526144,25.689089,1.21
